chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
Senate,90,1967,0.55190625,0.386138614,0.34375,0.459459459,0.267326733,-0.096722772,0.060009901,-0.29890625,0.3414375,0.253,-0.426783784,0.250181818,-0.458787879,0.27625,-0.16275,-0.367636364,0.128681818,-0.1477,0.8095
Senate,91,1969,0.539892633,0.392156863,0.344827586,0.454545455,0.18627451,-0.056156863,0.004264706,-0.289051724,0.346,0.250840909,-0.446204545,0.246921053,-0.493368421,0.275666667,-0.1475,-0.362475,0.120075,-0.125888889,0.848055556
Senate,92,1971,0.519972222,0.427184466,0.375,0.488888889,0.138613861,-0.048271845,-0.001873786,-0.28675,0.355785714,0.233222222,-0.458755556,0.226692308,-0.506641026,0.275666667,-0.1475,-0.365378378,0.111513514,-0.133631579,0.831473684
Senate,93,1973,0.590679315,0.343137255,0.280701754,0.418604651,0.1,-0.064647059,0.008686275,-0.325842105,0.29577193,0.264837209,-0.38372093,0.237657143,-0.492942857,0.38375,0.094125,-0.389214286,0.102904762,-0.1484,0.8358
Senate,94,1975,0.595383089,0.326732673,0.262295082,0.421052632,0.090909091,-0.088257426,0.028891089,-0.324540984,0.274852459,0.270842105,-0.378289474,0.2395,-0.477875,0.438,0.152833333,-0.385159091,0.082159091,-0.167647059,0.773588235
Senate,95,1977,0.58867247,0.336538462,0.276923077,0.421052632,0.174757282,-0.100596154,0.044721154,-0.319646154,0.293769231,0.269026316,-0.405578947,0.23734375,-0.51028125,0.438,0.152833333,-0.383956522,0.10273913,-0.163947368,0.756263158
Senate,96,1979,0.589498553,0.346534653,0.288135593,0.414634146,0.05,-0.069554455,0.002455446,-0.312864407,0.262271186,0.276634146,-0.39497561,0.257714286,-0.473628571,0.387,0.063833333,-0.354595238,0.073,-0.209764706,0.729882353
Senate,97,1981,0.609619163,0.346534653,0.326086957,0.351851852,0,0.03050495,-0.041366337,-0.299304348,0.26073913,0.310314815,-0.317407407,0.287136364,-0.433409091,0.4123,0.193,-0.333424242,0.081090909,-0.212692308,0.716769231
Senate,98,1983,0.608471542,0.336633663,0.304347826,0.363636364,0,0.030019802,-0.052960396,-0.301326087,0.246652174,0.307145455,-0.303545455,0.28425,-0.424113636,0.398727273,0.178727273,-0.336242424,0.061454545,-0.212692308,0.716769231
Senate,99,1985,0.619595745,0.316831683,0.276595745,0.351851852,0,0.025673267,-0.051940594,-0.305595745,0.215255319,0.314,-0.2845,0.287512195,-0.423,0.397538462,0.152307692,-0.340342857,0.038028571,-0.20425,0.732166667
Senate,100,1987,0.608233202,0.306930693,0.290909091,0.326086957,0,-0.017346535,-0.043089109,-0.294363636,0.200236364,0.313869565,-0.334021739,0.292815789,-0.430473684,0.413875,0.124125,-0.334461538,0.036384615,-0.196625,0.599625
Senate,101,1989,0.616254658,0.294117647,0.303571429,0.282608696,0,-0.015509804,-0.068245098,-0.293428571,0.12325,0.322826087,-0.301369565,0.295837838,-0.397108108,0.433777778,0.092222222,-0.326,-0.026804878,-0.2044,0.5334
Senate,102,1991,0.61878605,0.294117647,0.293103448,0.295454545,0,-0.032245098,-0.071794118,-0.299172414,0.106,0.319613636,-0.306159091,0.290257143,-0.4086,0.433777778,0.092222222,-0.332232558,-0.043093023,-0.2044,0.5334
Senate,103,1993,0.633704094,0.274509804,0.280701754,0.266666667,0,-0.016617647,-0.076519608,-0.296192982,0.07422807,0.337511111,-0.267466667,0.2893125,-0.41934375,0.456153846,0.106384615,-0.327204545,-0.076795455,-0.191230769,0.585384615
Senate,104,1995,0.65248447,0.233009709,0.25,0.218181818,0,0.046893204,-0.11984466,-0.301520833,0.008479167,0.350963636,-0.231836364,0.315317073,-0.358731707,0.455357143,0.139785714,-0.321921053,-0.141421053,-0.224,0.5781
Senate,105,1997,0.683943434,0.18,0.2,0.163636364,0,0.06568,-0.12008,-0.310488889,-0.049577778,0.373454545,-0.177763636,0.338384615,-0.306051282,0.4589375,0.1349375,-0.326027027,-0.152594595,-0.238625,0.426875
Senate,106,1999,0.65838354,0.215686275,0.260869565,0.178571429,0.068627451,0.066617647,-0.148558824,-0.294847826,-0.062934783,0.363535714,-0.218892857,0.330075,-0.3467,0.4471875,0.100625,-0.323837838,-0.152054054,-0.175666667,0.303444444
Senate,107,2001,0.66318,0.217821782,0.26,0.18,0.06,0.033742574,-0.123306931,-0.29474,-0.0416,0.36844,-0.19542,0.335171429,-0.332914286,0.446066667,0.1254,-0.32104878,-0.126536585,-0.174888889,0.345333333
Senate,108,2003,0.649801471,0.22,0.25,0.196078431,0.050505051,0.03959,-0.12167,-0.291958333,-0.040979167,0.357843137,-0.188176471,0.330583333,-0.293611111,0.423266667,0.064866667,-0.319512821,-0.13425641,-0.172555556,0.363222222
Senate,109,2005,0.685840404,0.188118812,0.222222222,0.163636364,0,0.065960396,-0.139752475,-0.307822222,-0.098733333,0.378018182,-0.164890909,0.337485714,-0.277628571,0.44895,0.0324,-0.319292683,-0.14304878,-0.19025,0.3555
Senate,110,2007,0.687148235,0.205882353,0.26,0.156862745,0,0.045696078,-0.116352941,-0.29556,-0.08492,0.391588235,-0.141588235,0.355612903,-0.266967742,0.44735,0.05275,-0.307733333,-0.126466667,-0.186,0.289
Senate,111,2009,0.706348485,0.234234234,0.303030303,0.136363636,0,-0.031,-0.092612613,-0.308984848,-0.071924242,0.397363636,-0.116636364,0.354307692,-0.233884615,0.459555556,0.052722222,-0.323016949,-0.109050847,-0.190714286,0.241
Senate,112,2011,0.743617925,0.205882353,0.320754717,0.083333333,0,0.046803922,-0.081156863,-0.300867925,-0.071264151,0.44275,-0.085416667,0.4093,-0.166933333,0.4985,0.050444444,-0.314404255,-0.112468085,-0.194833333,0.2515
Senate,113,2013,0.796863463,0.2,0.298245614,0.065217391,0,0.021457143,-0.067619048,-0.327298246,-0.079122807,0.469565217,-0.042891304,0.436464286,-0.096285714,0.521055556,0.040166667,-0.341411765,-0.116490196,-0.207333333,0.2385
Senate,114,2015,0.813010943,0.16,0.295454545,0.037037037,0,0.10415,-0.09181,-0.334659091,-0.127409091,0.478351852,-0.054777778,0.454666667,-0.106545455,0.515571429,0.026571429,-0.343536585,-0.142658537,-0.213333333,0.081
Senate,115,2017,0.826032197,0.171428571,0.3125,0.036363636,0,0.096114286,-0.069961905,-0.336395833,-0.105479167,0.489636364,-0.030290909,0.46925,-0.07703125,0.518,0.03473913,-0.350431818,-0.124840909,-0.182,0.1075
Senate,116,2019,0.84078905,0.156862745,0.282608696,0.037037037,0,0.102735294,-0.044156863,-0.342326087,-0.11476087,0.498462963,0.025777778,0.47425,0.034875,0.533681818,0.012545455,-0.353767442,-0.124930233,-0.178333333,0.031
Senate,117,2021,0.873316527,0.156862745,0.265306122,0.039215686,0,0.088147059,-0.047696078,-0.348571429,-0.103530612,0.524745098,0.016176471,0.501633333,0.027166667,0.557761905,4.76E-04,-0.350644444,-0.131977778,-0.32525,0.2165
